date,rc_no,detail,price
2024-10-18,67/1274,*****นิติบุคคลหมู่บ้านจัดสรร วราบดินทร์ วงแหวนลำลูกกา*****,NULL
2024-10-18,67/1275,"สิทธิ์การเพิ่มทะเบียนบริษัท 1 ทะเบียน ",10000
2024-10-18,67/1275,ที่สำนักงานใหญ่,NULL
2024-10-18,67/1275,*****นิติบุคคลหมู่บ้านจัดสรร สราญสิริ ราชพฤกษ์  แจ้งวัฒนะ*****,NULL
2024-10-18,67/1276,1.MA : MEMBER,3510
2024-10-18,67/1276,2.ส่วนลดพิเศษ 10%,NULL
2024-10-19,67/1277,"ค่าสิทธิ์การใช้โปรแกรม ซอฟท์บิส (CM) สำหรับ ",11700
2024-10-19,67/1277,13  หน่วยงานย่อย  ระยะเวลา 1 เดือน,NULL
2024-10-21,67/1278,MA : MEMBER,3900
2024-10-21,67/1279,MA : MEMBER และอัปเกรดโปรแกรม,6500
2024-10-22,67/1280,1.MA : MEMBER,3510
2024-10-22,67/1280,2.ส่วนลดพิเศษ 10%,NULL
2024-10-22,67/1281,1.MA : MEMBER,3510
2024-10-22,67/1281,2.ส่วนลดพิเศษ 10%,NULL
2024-10-22,67/1282,MA : MEMBER,3900
2024-10-24,67/1283,MA : MEMBER และอัปเกรดโปรแกรม,5400
2024-10-24,67/1284,MA : MEMBER,3900
2024-10-24,67/1285,ค่าสิทธิ์การใช้โปรแกรม ซอฟท์บิส (CM) สำหรับ,31600
2024-10-24,67/1285,3 หน่วยงาน ระยะเวลา  1 ปี,NULL
2024-10-24,67/1285,อรุณโรจน์ นิมิตร  (ART),NULL
2024-10-24,67/1285,รอยัล ศาลาแดง  (TRS),NULL
2024-10-24,67/1285,เลอรัก คอนโดน  (LLK),NULL
2024-10-24,67/1286,MA : MEMBER,3900
2024-10-24,67/1287,MA : MEMBER,3900
2024-10-24,67/1288,1.MA : MEMBER,3510
2024-10-24,67/1288,2.ส่วนลดพิเศษ 10%,NULL
2024-10-25,67/1289,1.MA : MEMBER,3510
2024-10-25,67/1289,2.ส่วนลดพิเศษ 10%,NULL
2024-10-25,67/1290,1.MA : MEMBER,3510
2024-10-25,67/1290,2.ส่วนลดพิเศษ 10%,NULL
2024-10-25,67/1291,1.MA : MEMBER,3510
2024-10-25,67/1291,2.ส่วนลดพิเศษ 10%,NULL
2024-10-25,67/1292,MA : MEMBER,5000
2024-10-25,67/1293,1.MA : MEMBER,3510
2024-10-25,67/1293,2.ส่วนลดพิเศษ 10%,NULL
2024-10-25,67/1293,*****นิติบุคคคลอาคารชุด เดอะลิ้งค์ 4*****,NULL
2024-10-25,67/1294,1.MA : MEMBER,3510
2024-10-25,67/1294,2.ส่วนลดพิเศษ 10%,NULL
2024-10-25,67/1294,*****โครงการ เทตต์ สาทร 12*****,NULL
2024-10-26,67/1295,MA : MEMBER และอัปเกรดโปรแกรม,5400
2024-10-26,67/1296,1.MA : MEMBER,3510
2024-10-26,67/1296,2.ส่วนลดพิเศษ 10%,NULL
2024-10-26,67/1297,1.MA : MEMBER,3510
2024-10-26,67/1297,2.ส่วนลดพิเศษ 10%,NULL
2024-10-26,67/1297,*****นิติบุคคลอาคารชุด บ้านสิริสาทร สวนพลู*****,NULL
2024-10-28,67/1298,1.MA : MEMBER,3510
2024-10-28,67/1298,2.ส่วนลดพิเศษ 10%,NULL
2024-10-28,67/1299,1.MA : MEMBER,3510
2024-10-28,67/1299,2.ส่วนลดพิเศษ 10%,NULL
2024-10-28,67/1300,1.MA : MEMBER,3510
2024-10-28,67/1300,2.ส่วนลดพิเศษ 10%,NULL
2024-10-29,67/1301,1.MA : MEMBER,3510
2024-10-29,67/1301,2.ส่วนลดพิเศษ 10%,NULL
2024-10-29,67/1302,1.MA : MEMBER,3510
2024-10-29,67/1302,2.ส่วนลดพิเศษ 10%,NULL
2024-10-29,67/1303,1.MA : MEMBER,3510
2024-10-29,67/1303,2.ส่วนลดพิเศษ 10%,NULL
2024-10-29,67/1304,1.MA : MEMBER,3510
2024-10-29,67/1304,2.ส่วนลดพิเศษ 10%,NULL
2024-10-29,67/1305,1.MA : MEMBER,3510
2024-10-29,67/1305,2.ส่วนลดพิเศษ 10%,NULL
2024-10-29,67/1306,1.ค่าติดตั้งสิทธิ์ การใช้โปรแกรม ซอฟท์บิส (CM),4000
2024-10-29,67/1306,2.ค่าติดตั้งโปรแกรม,NULL
2024-10-29,67/1306,*****นิติบุคคลหมู่บ้านจัดสรร หมู่บ้าน ไพรเวท พาร์ควิลล์*****,NULL
2024-10-29,67/1307,MA : MEMBER,3900
2024-10-29,67/1308,1.MA : MEMBER,3510
2024-10-29,67/1308,2.ส่วนลดพิเศษ 10%,NULL
2024-10-29,67/1309,MA : MEMBER,5000
2024-10-30,67/1310,1.MA : MEMBER,3510
2024-10-30,67/1310,2.ส่วนลดพิเศษ 10%,NULL
2024-10-30,67/1311,1.MA : MEMBER,3510
2024-10-30,67/1311,2.ส่วนลดพิเศษ 10%,NULL
2024-10-30,67/1312,1.MA : MEMBER,3510
2024-10-30,67/1312,2.ส่วนลดพิเศษ 10%,NULL
2024-10-30,67/1313,MA : MEMBER,3900
2024-10-30,67/1314,1.MA : MEMBER,3510
2024-10-30,67/1314,2.ส่วนลดพิเศษ 10%,NULL
2024-10-30,67/1315,1.MA : MEMBER,3510
2024-10-30,67/1315,2.ส่วนลดพิเศษ 10%,NULL
2024-10-30,67/1316,MA : MEMBER และอัปเกรดโปรแกรม,6500
2024-10-30,67/1317,1.MA : MEMBER,3510
2024-10-30,67/1317,2.ส่วนลดพิเศษ 10%,NULL
2024-10-30,67/1318,"ค่าสิทธิ์การใช้โปรแกรม ซอฟท์บิส (CM) สำหรับ ",1000
2024-10-30,67/1318,1 หน่วยงานย่อย  ระยะเวลา  1 เดือน,NULL
2024-10-30,67/1318,*****นิติบุคคลอาคารชุด เอส ซี เพลส*****,NULL
2024-10-30,67/1319,"ค่าสิทธิ์การใช้โปรแกรม ซอฟท์บิส (CM) สำหรับ ",1000
2024-10-30,67/1319,1 หน่วยงานย่อย  ระยะเวลา  1 เดือน,NULL
2024-10-30,67/1319,*****นิติบุคคลหมู่บ้านจัดสรรบ้านกลางเมือง เกษตรนวมินทร์*****,NULL
2024-10-31,67/1320,1.MA : MEMBER,3510
2024-10-31,67/1320,2.ส่วนลดพิเศษ 10%,NULL
2024-10-31,67/1321,1.MA : MEMBER,3510
2024-10-31,67/1321,2.ส่วนลดพิเศษ 10%,NULL
2024-10-31,67/1322,1.MA : MEMBER,3510
2024-10-31,67/1322,2.ส่วนลดพิเศษ 10%,NULL
2024-10-31,67/1323,1.MA : MEMBER,3510
2024-10-31,67/1323,2.ส่วนลดพิเศษ 10%,NULL
2024-10-31,67/1324,1.MA : MEMBER,3510
2024-10-31,67/1324,2.ส่วนลดพิเศษ 10%,NULL
2024-10-31,67/1325,MA : MEMBER,3900
2024-10-31,67/1326,"สิทธิ์การใช้โปรแกรมเพิ่มเติม ",2500
2024-10-31,67/1326,บนระบบแลน ( 1 เครื่อง ) (LAN),NULL
2024-10-31,67/1327,MA : MEMBER,5000
2024-11-01,67/1328,MA : MEMBER,3900
2024-11-01,67/1329,MA : MEMBER และอัปเกรดโปรแกรม,5400
2024-11-01,67/1330,1.MA : MEMBER,3510
2024-11-01,67/1330,2.ส่วนลดพิเศษ 10%,NULL
2024-11-01,67/1331,1.MA : MEMBER,3510
2024-11-01,67/1331,2.ส่วนลดพิเศษ 10%,NULL
2024-11-02,67/1332,MA : MEMBER,3900
2024-11-04,67/1333,MA : MEMBER,3900
2024-11-04,67/1334,โปรแกรมบัญชีอาคารชุด (CM),29000
2024-11-04,67/1334,*** ซิตี้โฮมรัตนาธิเบศร์ ***,NULL
2024-11-04,67/1335,1.โปรแกรมบัญชีอาคารชุด (CM),34000
2024-11-04,67/1335,2.โปรแกรมระบบบัญชีแยกประเภท (GL),NULL
2024-11-04,67/1336,1.MA : MEMBER,3510
2024-11-04,67/1336,2.ส่วนลดพิเศษ 10%,NULL
2024-11-04,67/1337,โปรแกรมบัญชีอาคารชุด (CM),3900
2024-11-04,67/1337,(ลงโปรแกรมใหม่ เครื่องลูก),NULL
2024-11-05,67/1338,1.MA : MEMBER,3510
2024-11-05,67/1338,2.ส่วนลดพิเศษ 10%,NULL
2024-11-05,67/1339,MA : MEMBER และอัปเกรดโปรแกรม,5400
2024-11-05,67/1340,MA : MEMBER,5000
2024-11-06,67/1341,โปรแกรมบัญชีหมู่บ้านจัดสรร (HJ),24000
2024-11-06,67/1342,MA : MEMBER และอัปเกรดโปรแกรม,5400
2024-11-06,67/1343,1.โปรแกรมบัญชีอาคารชุด (CM),36500
2024-11-06,67/1343,2.โปรแกรมระบบบัญชีแยกประเภท (GL),NULL
2024-11-06,67/1343,"3.สิทธิ์การใช้โปรแกรมเพิ่มเติม ",NULL
2024-11-06,67/1343,บนระบบแลน ( 1 เครื่อง ) (LAN),NULL
2024-11-06,67/1344,1.MA : MEMBER,3510
2024-11-06,67/1344,2.ส่วนลดพิเศษ 10%,NULL
2024-11-07,67/1345,MA : MEMBER,3900
2024-11-07,67/1346,MA : MEMBER,3900
2024-11-07,67/1347,MA : MEMBER,5000
2024-11-08,67/1348,MA : MEMBER,3900
2024-11-08,67/1349,1.MA : MEMBER,3510
2024-11-08,67/1349,2.ส่วนลดพิเศษ 10%,NULL
2024-11-08,67/1350,1.MA : MEMBER,3510
2024-11-08,67/1350,2.ส่วนลดพิเศษ 10%,NULL
2024-11-08,67/1351,MA : MEMBER,3900
2024-11-08,67/1352,MA : MEMBER,3900
2024-11-08,67/1352,*****MLadprao*****,NULL
2024-11-08,67/1353,1.MA : MEMBER,3510
2024-11-08,67/1353,2.ส่วนลดพิเศษ 10%,NULL
2024-11-11,67/1354,โปรแกรมระบบบัญชีแยกประเภท (GL),5000
2024-11-11,67/1355,1.MA : MEMBER,3510
2024-11-11,67/1355,2.ส่วนลดพิเศษ 10%,NULL
2024-11-11,67/1356,MA : MEMBER,5000
2024-11-11,67/1357,1.MA : MEMBER,3510
2024-11-11,67/1357,2.ส่วนลดพิเศษ 10%,NULL
2024-11-11,67/1358,1.MA : MEMBER,3510
2024-11-11,67/1358,2.ส่วนลดพิเศษ 10%,NULL
2024-11-12,67/1359,1.MA : MEMBER,3510
2024-11-12,67/1359,2.ส่วนลดพิเศษ 10%,NULL
2024-11-12,67/1360,1.MA : MEMBER,3510
2024-11-12,67/1360,2.ส่วนลดพิเศษ 10%,NULL
2024-11-13,67/1361,โปรแกรมบัญชีอาคารชุด (CM),29000
2024-11-13,67/1362,1.MA : MEMBER,3510
2024-11-13,67/1362,2.ส่วนลดพิเศษ 10%,NULL
2024-11-13,67/1363,1.MA : MEMBER,3510
2024-11-13,67/1363,2.ส่วนลดพิเศษ 10%,NULL
2024-11-13,67/1364,1.MA : MEMBER,3510
2024-11-13,67/1364,2.ส่วนลดพิเศษ 10%,NULL
2024-11-14,67/1365,1.MA : MEMBER,3510
2024-11-14,67/1365,2.ส่วนลดพิเศษ 10%,NULL
2024-11-14,67/1366,1.MA : MEMBER,3510
2024-11-14,67/1366,2.ส่วนลดพิเศษ 10%,NULL
2024-11-14,67/1367,1.การโอนสิทธิ์ การใช้โปรแกรม ซอฟท์บิส (CM),4500
2024-11-14,67/1367,2.ค่าติดตั้งโปรแกรมที่หน่วยงานย่อย,NULL
2024-11-14,67/1367,*** บ้านพฤกษาทาวน์ PKT002/2 ***,NULL
2024-11-14,67/1368,1.MA : MEMBER,3510
2024-11-14,67/1368,2.ส่วนลดพิเศษ 10%,NULL
2024-11-15,67/1369,"สิทธิ์การใช้โปรแกรมเพิ่มเติม ",2500
2024-11-15,67/1369,บนระบบแลน ( 1 เครื่อง ) (LAN),NULL
2024-11-15,67/1370,1.MA : MEMBER,3510
2024-11-15,67/1370,2.ส่วนลดพิเศษ 10%,NULL
2024-11-16,67/1371,1.MA : MEMBER,3900
2024-11-16,67/1371,2.ส่วนลดพิเศษ 10%,NULL
2024-11-18,67/1372,MA : MEMBER,5000
2024-11-19,67/1373,1.MA : MEMBER,3510
2024-11-19,67/1373,2.ส่วนลดพิเศษ 10%,NULL
2024-11-19,67/1374,1.MA : MEMBER,3510
2024-11-19,67/1374,2.ส่วนลดพิเศษ 10%,NULL
2024-11-19,67/1375,MA : MEMBER,5000
2024-11-19,67/1376,MA : MEMBER,5000
2024-11-19,67/1377,MA : MEMBER,5000
2024-11-20,67/1378,"ค่าสิทธิ์การใช้โปรแกรม ซอฟท์บิส (CM) สำหรับ ",11700
2024-11-20,67/1378,13  หน่วยงานย่อย  ระยะเวลา 1 เดือน,NULL
2024-11-20,67/1379,MA : MEMBER,3900
2024-11-20,67/1380,MA : MEMBER,3900
2024-11-20,67/1381,1.MA : MEMBER,3510
2024-11-20,67/1381,2.ส่วนลดพิเศษ 10%,NULL
2024-11-20,67/1382,MA : MEMBER,5000
2024-11-21,67/1383,โปรแกรมบัญชีหมู่บ้านจัดสรร (HJ),24000
2024-11-21,67/1384,โปรแกรมบัญชีอาคารชุด (CM),29000
2024-11-21,67/1385,1.MA : MEMBER,3510
2024-11-21,67/1385,2.ส่วนลดพิเศษ 10%,NULL
2024-11-21,67/1386,"สิทธิ์การใช้โปรแกรมเพิ่มเติม ",2500
2024-11-21,67/1386,บนระบบแลน ( 1 เครื่อง ) (LAN),NULL
2024-11-21,67/1387,1.MA : MEMBER,3510
2024-11-21,67/1387,2.ส่วนลดพิเศษ 10%,NULL
2024-11-22,67/1388,1.MA : MEMBER,3510
2024-11-22,67/1388,2.ส่วนลดพิเศษ 10%,NULL
2024-11-22,67/1389,1.MA : MEMBER,3510
2024-11-22,67/1389,2.ส่วนลดพิเศษ 10%,NULL
2024-11-23,67/1390,1.MA : MEMBER,3510
2024-11-23,67/1390,2.ส่วนลดพิเศษ 10%,NULL
2024-11-23,67/1391,1.MA : MEMBER,1755
2024-11-23,67/1391,2.ส่วนลดพิเศษ 10%,NULL
2024-11-23,67/1392,1.MA : MEMBER,1755
2024-11-23,67/1392,2.ส่วนลดพิเศษ 10%,NULL
2024-11-25,67/1393,1.โปรแกรมบัญชีอาคารชุด (CM),30600
2024-11-25,67/1393,2.โปรแกรมระบบบัญชีแยกประเภท (GL),NULL
2024-11-25,67/1393,3.ส่วนลดพิเศษ 10%,NULL
2024-11-25,67/1394,1.MA : MEMBER,3510
2024-11-25,67/1394,2.ส่วนลดพิเศษ 10%,NULL
2024-11-25,67/1395,MA : MEMBER,3900
2024-11-25,67/1396,1.MA : MEMBER,3510
2024-11-25,67/1396,2.ส่วนลดพิเศษ 10%,NULL
2024-11-26,67/1397,MA : MEMBER,3900
2024-11-27,67/1398,1.MA : MEMBER,3510
2024-11-27,67/1398,2.ส่วนลดพิเศษ 10%,NULL
2024-11-27,67/1399,1.MA : MEMBER,3510
2024-11-27,67/1399,2.ส่วนลดพิเศษ 10%,NULL
2024-11-27,67/1400,MA : MEMBER,3900
2024-11-27,67/1401,1.MA : MEMBER,3510
2024-11-27,67/1401,2.ส่วนลดพิเศษ 10%,NULL
2024-11-27,67/1402,1.MA : MEMBER,3535.51000976563
2024-11-27,67/1402,2.ส่วนลดพิเศษ,NULL
2024-11-27,67/1403,MA : MEMBER,2500
2024-11-27,67/1404,MA : MEMBER,5000
2024-11-27,67/1405,1.MA : MEMBER,3510
2024-11-27,67/1405,2.ส่วนลดพิเศษ 10%,NULL
2024-11-28,67/1406,1.MA : MEMBER,3510
2024-11-28,67/1406,2.ส่วนลดพิเศษ 10%,NULL
2024-11-28,67/1407,MA : MEMBER,3900
2024-11-28,67/1408,MA : MEMBER,3900
2024-11-28,67/1409,MA : MEMBER,5000
2024-11-29,67/1410,1.MA : MEMBER,3510
2024-11-29,67/1410,2.ส่วนลดพิเศษ 10%,NULL
2024-11-29,67/1411,1.MA : MEMBER,3510
2024-11-29,67/1411,2.ส่วนลดพิเศษ 10%,NULL
2024-11-29,67/1412,1.MA : MEMBER,3510
2024-11-29,67/1412,2.ส่วนลดพิเศษ 10%,NULL
2024-11-29,67/1413,1.MA : MEMBER,3510
2024-11-29,67/1413,2.ส่วนลดพิเศษ 10%,NULL
2024-11-29,67/1414,โปรแกรมบัญชีหมู่บ้านจัดสรร (HJ),24000
2024-11-29,67/1415,1.MA : MEMBER,3510
2024-11-29,67/1415,2.ส่วนลดพิเศษ 10%,NULL
2024-11-29,67/1416,1.ค่าติดตั้งสิทธิ์ การใช้โปรแกรม ซอฟท์บิส (CM),4000
2024-11-29,67/1416,2.ค่าติดตั้งโปรแกรม,NULL
2024-11-29,67/1416,*** เดอะเฮาส์ คอนโดมิเนียม ***,NULL
2024-11-29,67/1417,1.MA : MEMBER,3510
2024-11-29,67/1417,2.ส่วนลดพิเศษ 10%,NULL
2024-11-29,67/1418,1.MA : MEMBER,3510
2024-11-29,67/1418,2.ส่วนลดพิเศษ 10%,NULL
2024-11-29,67/1419,"ค่าสิทธิ์การใช้โปรแกรม ซอฟท์บิส (CM) สำหรับ ",1000
2024-11-29,67/1419,1 หน่วยงานย่อย  ระยะเวลา  1 เดือน,NULL
2024-11-29,67/1419,*** เอส ซี เพลส ***,NULL
2024-11-29,67/1420,"ค่าสิทธิ์การใช้โปรแกรม ซอฟท์บิส (CM) สำหรับ ",1000
2024-11-29,67/1420,1 หน่วยงานย่อย  ระยะเวลา  1 เดือน,NULL
2024-11-29,67/1420,*** บ้านกลางเมือง เกษตรนวมินทร์ ***,NULL
2024-11-29,67/1421,MA : MEMBER,3900
2024-11-29,67/1422,1.MA : MEMBER,3510
2024-11-29,67/1422,2.ส่วนลดพิเศษ 10%,NULL
2024-11-29,67/1423,1.MA : MEMBER,3510
2024-11-29,67/1423,2.ส่วนลดพิเศษ 10%,NULL
2024-11-29,67/1424,MA : MEMBER,3900
2024-11-29,67/1424,*** ณิชชาวิลล์ รีสอร์ท แอนด์ สปา ***,NULL
2024-11-29,67/1425,MA : MEMBER,3900
2024-11-29,67/1426,MA : MEMBER,3900
2024-11-30,67/1427,MA : MEMBER,3900
2024-11-30,67/1428,1.MA : MEMBER,3510
2024-11-30,67/1428,2.ส่วนลดพิเศษ 10%,NULL
