date,rc_no,detail,price
2024-08-29,67/1055,1 หน่วยงานย่อย  ระยะเวลา  1 เดือน,NULL
2024-08-29,67/1055,*****นิติบุคคลหมู่บ้านจัดสรรบ้านกลางเมือง เกษตรนวมินทร์*****,NULL
2024-08-30,67/1056,1.MA : MEMBER,3510
2024-08-30,67/1056,2.ส่วนลดพิเศษ 10%,NULL
2024-08-30,67/1057,1.MA : MEMBER,3510
2024-08-30,67/1057,2.ส่วนลดพิเศษ 10%,NULL
2024-08-30,67/1058,โปรแกรมบัญชีอาคารชุด (CM),29000
2024-08-30,67/1059,โปรแกรมบัญชีหมู่บ้านจัดสรร (HJ),24000
2024-08-30,67/1060,ค่าสิทธิ์การใช้โปรแกรม ซอฟท์บิส (CM) สำหรับ,31600
2024-08-30,67/1060,3 หน่วยงานย่อย ระยะเวลา  1 ปี,NULL
2024-08-30,67/1060,ศาลาแดง เรสซิเด้นซ์ (SDR),NULL
2024-08-30,67/1060,"วิลเชอร์ (WSC)  ",NULL
2024-08-30,67/1060,"เดอะลอฟท์ เย็นอากาศ (TLY) ",NULL
2024-08-30,67/1061,1.MA : MEMBER,3510
2024-08-30,67/1061,2.ส่วนลดพิเศษ 10%,NULL
2024-08-30,67/1062,MA : MEMBER,5000
2024-08-30,67/1063,1.MA : MEMBER,3510
2024-08-30,67/1063,2.ส่วนลดพิเศษ 10%,NULL
2024-08-30,67/1064,"ค่าสิทธิ์การใช้โปรแกรม ซอฟท์บิส (CM) สำหรับ ",12600
2024-08-30,67/1064,14  หน่วยงานย่อย  ระยะเวลา 1 เดือน,NULL
2024-08-31,67/1065,1.MA : MEMBER,3510
2024-08-31,67/1065,2.ส่วนลดพิเศษ 10%,NULL
2024-08-31,67/1066,MA : MEMBER,3900
2024-08-31,67/1067,1.MA : MEMBER,3510
2024-08-31,67/1067,2.ส่วนลดพิเศษ 10%,NULL
2024-08-31,67/1068,1.โปรแกรมบัญชีหมู่บ้านจัดสรร (HJ),29000
2024-08-31,67/1068,2.โปรแกรมระบบบัญชีแยกประเภท (GL),NULL
2024-09-02,67/1069,MA : MEMBER,3900
2024-09-02,67/1070,MA : MEMBER,3900
2024-09-02,67/1071,1.MA : MEMBER,3510
2024-09-02,67/1071,2.ส่วนลดพิเศษ 10%,NULL
2024-09-02,67/1072,MA : MEMBER,5000
2024-09-02,67/1073,MA : MEMBER,3900
2024-09-03,67/1074,MA : MEMBER,3900
2024-09-03,67/1075,1.MA : MEMBER,3510
2024-09-03,67/1075,2.ส่วนลดพิเศษ 10%,NULL
2024-09-03,67/1076,MA : MEMBER,3900
2024-09-03,67/1077,MA : MEMBER,3900
2024-09-03,67/1078,MA : MEMBER,3900
2024-09-03,67/1079,1.MA : MEMBER,3510
2024-09-03,67/1079,2.ส่วนลดพิเศษ 10%,NULL
2024-09-03,67/1080,MA : MEMBER,3900
2024-09-03,67/1081,1.MA : MEMBER,3510
2024-09-03,67/1081,2.ส่วนลดพิเศษ 10%,NULL
2024-09-03,67/1082,1.MA : MEMBER,3510
2024-09-03,67/1082,2.ส่วนลดพิเศษ 10%,NULL
2024-09-03,67/1083,1.MA : MEMBER,3510
2024-09-03,67/1083,2.ส่วนลดพิเศษ 10%,NULL
2024-09-04,67/1084,โปรแกรมบัญชีหมู่บ้านจัดสรร (HJ),24000
2024-09-04,67/1085,MA : MEMBER,3900
2024-09-04,67/1086,MA : MEMBER,3900
2024-09-04,67/1087,ค่าสิทธิ์การใช้โปรแกรม ซอฟท์บิส (CM) สำหรับ,10800
2024-09-04,67/1087,1 หน่วยงานย่อย ระยะเวลา  1 ปี,NULL
2024-09-04,67/1087,*** เลอริชอารีย์ ***,NULL
2024-09-05,67/1088,MA : MEMBER,3900
2024-09-05,67/1089,MA : MEMBER,3900
2024-09-05,67/1090,MA : MEMBER,5000
2024-09-05,67/1091,1.MA : MEMBER,3510
2024-09-05,67/1091,2.ส่วนลดพิเศษ 10%,NULL
2024-09-05,67/1092,1.MA : MEMBER,3510
2024-09-05,67/1092,2.ส่วนลดพิเศษ 10%,NULL
2024-09-06,67/1093,MA : MEMBER,5000
2024-09-06,67/1094,MA : MEMBER,5000
2024-09-06,67/1095,1.MA : MEMBER,3510
2024-09-06,67/1095,2.ส่วนลดพิเศษ 10%,NULL
2024-09-06,67/1096,MA : MEMBER,5000
2024-09-06,67/1097,MA : MEMBER,5000
2024-09-06,67/1098,MA : MEMBER,3900
2024-09-06,67/1099,MA : MEMBER,3900
2024-09-06,67/1100,ค่าสิทธิ์การใช้โปรแกรม ซอฟท์บิส (CM) สำหรับ,5400
2024-09-06,67/1100,1 หน่วยงานย่อย ระยะเวลา  6 เดือน,NULL
2024-09-06,67/1100,*** มาเอสโตร 02 เรสซิเด้นซ์ ***,NULL
2024-09-09,67/1101,MA : MEMBER,3900
2024-09-09,67/1102,1.MA : MEMBER,3510
2024-09-09,67/1102,2.ส่วนลดพิเศษ 10%,NULL
2024-09-09,67/1103,1.โปรแกรมบัญชีหมู่บ้านจัดสรร (HJ),36500
2024-09-09,67/1103,2.โปรแกรมระบบบัญชีแยกประเภท (GL),NULL
2024-09-09,67/1103,3.โปรแกรมระบบบัญชีรายจ่าย/เจ้าหนี้ (AP),NULL
2024-09-09,67/1103,"4.สิทธิ์การใช้โปรแกรมเพิ่มเติม ",NULL
2024-09-09,67/1103,บนระบบแลน ( 1 เครื่อง ) (LAN),NULL
2024-09-09,67/1104,1.MA : MEMBER,3510
2024-09-09,67/1104,2.ส่วนลดพิเศษ 10%,NULL
2024-09-09,67/1105,MA : MEMBER,3900
2024-09-09,67/1106,"สิทธิ์การเพิ่มทะเบียนบริษัท (1 ทะเบียน) ",5000
2024-09-09,67/1106,ที่สำนักงานใหญ่,NULL
2024-09-09,67/1106,*** มัณฑนา พระยาสุเรนทร์ 26 ***,NULL
2024-09-09,67/1107,1.MA : MEMBER,3510
2024-09-09,67/1107,2.ส่วนลดพิเศษ 10%,NULL
2024-09-09,67/1107,*** แบงค์คอก ฮอไรซอน พี48 ***,NULL
2024-09-09,67/1108,MA : MEMBER,5000
2024-09-09,67/1109,1.MA : MEMBER,3510
2024-09-09,67/1109,2.ส่วนลดพิเศษ 10%,NULL
2024-09-10,67/1110,ค่าสิทธิ์การใช้โปรแกรม ซอฟท์บิส (CM) สำหรับ,10800
2024-09-10,67/1110,1 หน่วยงานย่อย ระยะเวลา  1 ปี,NULL
2024-09-10,67/1110,*** บ้านกลางเมืองลาดพร้าว 87 ***,NULL
2024-09-10,67/1111,MA : MEMBER,3900
2024-09-10,67/1112,MA : MEMBER,5000
2024-09-10,67/1113,"สิทธิ์การใช้โปรแกรมเพิ่มเติม ",2500
2024-09-10,67/1113,บนระบบแลน ( 1 เครื่อง ) (LAN),NULL
2024-09-10,67/1114,1.MA : MEMBER,3510
2024-09-10,67/1114,2.ส่วนลดพิเศษ 10%,NULL
2024-09-11,67/1115,1.MA : MEMBER,3510
2024-09-11,67/1115,2.ส่วนลดพิเศษ 10%,NULL
2024-09-11,67/1116,1.MA : MEMBER,3510
2024-09-11,67/1116,2.ส่วนลดพิเศษ 10%,NULL
2024-09-11,67/1117,1.MA : MEMBER,3510
2024-09-11,67/1117,2.ส่วนลดพิเศษ 10%,NULL
2024-09-12,67/1118,1.MA : MEMBER,5400
2024-09-12,67/1118,2.ส่วนลดพิเศษ 10%,NULL
2024-09-12,67/1118,*** นนทรี เรสซิเด้นซ์ ***,NULL
2024-09-12,67/1119,1.MA : MEMBER,3510
2024-09-12,67/1119,2.ส่วนลดพิเศษ 10%,NULL
2024-09-12,67/1120,1.MA : MEMBER,3510
2024-09-12,67/1120,2.ส่วนลดพิเศษ 10%,NULL
2024-09-12,67/1121,ค่าโปรแกรมบริหารอาคารชุด ( CM )  1 หน่วยงาน,2000
2024-09-12,67/1121,"*** บ้านชานไม้ รังสิต คลอง 3 ***
",NULL
2024-09-12,67/1122,MA : MEMBER และอัปเกรดโปรแกรม,5400
2024-09-12,67/1123,MA : MEMBER และอัปเกรดโปรแกรม,16200
2024-09-12,67/1123,โครงการบ้านวารีภิรมย์,NULL
2024-09-12,67/1123,โครงการ Kingpower รางน้ำ,NULL
2024-09-12,67/1123,โครงการ Kingpower สุวรรณภูมิ,NULL
2024-09-13,67/1124,1.MA : MEMBER,3510
2024-09-13,67/1124,2.ส่วนลดพิเศษ 10%,NULL
2024-09-13,67/1125,1.MA : MEMBER,3510
2024-09-13,67/1125,2.ส่วนลดพิเศษ 10%,NULL
2024-09-13,67/1126,1.MA : MEMBER,3510
2024-09-13,67/1126,2.ส่วนลดพิเศษ 10%,NULL
2024-09-14,67/1127,MA : MEMBER,3900
2024-09-14,67/1128,1.MA : MEMBER,3510
2024-09-14,67/1128,2.ส่วนลดพิเศษ 10%,NULL
2024-09-14,67/1129,MA : MEMBER,3900
2024-09-14,67/1130,1.MA : MEMBER,3510
2024-09-14,67/1130,2.ส่วนลดพิเศษ 10%,NULL
2024-09-16,67/1131,1.MA : MEMBER,3510
2024-09-16,67/1131,2.ส่วนลดพิเศษ 10%,NULL
2024-09-16,67/1132,1.MA : MEMBER,3510
2024-09-16,67/1132,2.ส่วนลดพิเศษ 10%,NULL
2024-09-16,67/1133,1.MA : MEMBER,3510
2024-09-16,67/1133,2.ส่วนลดพิเศษ 10%,NULL
2024-09-16,67/1134,1.MA : MEMBER,3510
2024-09-16,67/1134,2.ส่วนลดพิเศษ 10%,NULL
2024-09-16,67/1135,MA : MEMBER,3900
2024-09-16,67/1136,1.MA : MEMBER,3510
2024-09-16,67/1136,2.ส่วนลดพิเศษ 10%,NULL
2024-09-16,67/1137,MA : MEMBER และอัปเกรดโปรแกรม,5400
2024-09-16,67/1138,1.MA : MEMBER,3510
2024-09-16,67/1138,2.ส่วนลดพิเศษ 10%,NULL
2024-09-17,67/1139,"1.ค่าอบรมการใช้โปรแกรม  SoftBiz ",10900
2024-09-17,67/1139,"2.สิทธิ์การใช้โปรแกรมเพิ่มเติม ",NULL
2024-09-17,67/1139,บนระบบแลน ( 1 เครื่อง ) (LAN),NULL
2024-09-17,67/1139,3.MA : MEMBER และอัปเกรดโปรแกรม,NULL
2024-09-17,67/1140,MA : MEMBER และอัปเกรดโปรแกรม,5400
2024-09-17,67/1141,1.โปรแกรมบัญชีอาคารชุด (CM),36500
2024-09-17,67/1141,2.โปรแกรมระบบบัญชีรายจ่าย/เจ้าหนี้ (AP),NULL
2024-09-17,67/1141,"3.สิทธิ์การใช้โปรแกรมเพิ่มเติม ",NULL
2024-09-17,67/1141,บนระบบแลน ( 1 เครื่อง ) (LAN),NULL
2024-09-17,67/1142,MA : MEMBER,3900
2024-09-18,67/1143,1.MA : MEMBER,3510
2024-09-18,67/1143,2.ส่วนลดพิเศษ 10%,NULL
2024-09-18,67/1144,1.MA : MEMBER,3510
2024-09-18,67/1144,2.ส่วนลดพิเศษ 10%,NULL
2024-09-18,67/1145,1.MA : MEMBER,3510
2024-09-18,67/1145,2.ส่วนลดพิเศษ 10%,NULL
2024-09-18,67/1146,1.MA : MEMBER,3510
2024-09-18,67/1146,2.ส่วนลดพิเศษ 10%,NULL
2024-09-18,67/1147,1.MA : MEMBER,3510
2024-09-18,67/1147,2.ส่วนลดพิเศษ 10%,NULL
2024-09-18,67/1148,MA : MEMBER และอัปเกรดโปรแกรม,5400
2024-09-19,67/1149,1.MA : MEMBER,3510
2024-09-19,67/1149,2.ส่วนลดพิเศษ 10%,NULL
2024-09-20,67/1150,MA : MEMBER,3900
2024-09-21,67/1151,1.MA : MEMBER,3510
2024-09-21,67/1151,2.ส่วนลดพิเศษ 10%,NULL
2024-09-23,67/1152,"ค่าอบรมการใช้โปรแกรม  SoftBiz ",3000
2024-09-23,67/1153,MA : MEMBER,3900
2024-09-23,67/1154,1.MA : MEMBER,3510
2024-09-23,67/1154,2.ส่วนลดพิเศษ 10%,NULL
2024-09-23,67/1155,1.MA : MEMBER,3510
2024-09-23,67/1155,2.ส่วนลดพิเศษ 10%,NULL
2024-09-23,67/1156,MA : MEMBER,5000
2024-09-23,67/1157,1.MA : MEMBER,3510
2024-09-23,67/1157,2.ส่วนลดพิเศษ 10%,NULL
2024-09-23,67/1158,MA : MEMBER และอัปเกรดโปรแกรม,6500
2024-09-23,67/1159,1.MA : MEMBER,3510
2024-09-23,67/1159,2.ส่วนลดพิเศษ 10%,NULL
2024-09-23,67/1160,MA : MEMBER,5000
2024-09-24,67/1161,MA : MEMBER,3900
2024-09-24,67/1162,MA : MEMBER,3900
2024-09-24,67/1163,1.MA : MEMBER,3510
2024-09-24,67/1163,2.ส่วนลดพิเศษ 10%,NULL
2024-09-24,67/1164,1.MA : MEMBER,3510
2024-09-24,67/1164,2.ส่วนลดพิเศษ 10%,NULL
2024-09-24,67/1165,1.MA : MEMBER,3510
2024-09-24,67/1165,2.ส่วนลดพิเศษ 10%,NULL
2024-09-25,67/1166,1.MA : MEMBER,3510
2024-09-25,67/1166,2.ส่วนลดพิเศษ 10%,NULL
2024-09-25,67/1167,"1.MA : MEMBER สำหรับสำนักงานใหญ่CTI FVT ",62400
2024-09-25,67/1167,2.ค่าสิทธิ์การใช้โปรแกรม ซอฟท์บิส (CM) สำหรับ,NULL
2024-09-25,67/1167,3 หน่วยงาน ระยะเวลา  1 ปี,NULL
2024-09-25,67/1167,"บ้านนันทสิริ  (BNS) ",NULL
2024-09-25,67/1167,Noble Revolve รัชดา  (NRR),NULL
2024-09-25,67/1167,"เดอะ ไรซ์  (RISE) ",NULL
2024-09-25,67/1168,MA : MEMBER,5000
2024-09-25,67/1169,ค่าสิทธิ์การใช้โปรแกรม ซอฟท์บิส (CM) สำหรับ,10800
2024-09-25,67/1169,หน่วยงานย่อย ระยะเวลา  1 ปี,NULL
2024-09-25,67/1169,*****นิติบุคคลหมู่บ้านจัดสรร บางกอก บูเลอวาร์ด แจ้งวัฒนะ*****,NULL
2024-09-25,67/1170,1.โปรแกรมบัญชีอาคารชุด (CM),34000
2024-09-25,67/1170,2.โปรแกรมระบบบัญชีแยกประเภท (GL),NULL
2024-09-26,67/1171,1.MA : MEMBER,3510
2024-09-26,67/1171,2.ส่วนลดพิเศษ 10%,NULL
2024-09-26,67/1172,1.MA : MEMBER,3510
2024-09-26,67/1172,2.ส่วนลดพิเศษ 10%,NULL
2024-09-26,67/1173,1.MA : MEMBER,3510
2024-09-26,67/1173,2.ส่วนลดพิเศษ 10%,NULL
2024-09-26,67/1174,1.MA : MEMBER,3510
2024-09-26,67/1174,2.ส่วนลดพิเศษ 10%,NULL
2024-09-26,67/1175,1.MA : MEMBER,3510
2024-09-26,67/1175,2.ส่วนลดพิเศษ 10%,NULL
2024-09-26,67/1176,1.MA : MEMBER,3510
2024-09-26,67/1176,2.ส่วนลดพิเศษ 10%,NULL
2024-09-26,67/1177,1.MA : MEMBER,3510
2024-09-26,67/1177,2.ส่วนลดพิเศษ 10%,NULL
2024-09-26,67/1178,1.MA : MEMBER,3510
2024-09-26,67/1178,2.ส่วนลดพิเศษ 10%,NULL
2024-09-27,67/1179,1.MA : MEMBER,3510
2024-09-27,67/1179,2.ส่วนลดพิเศษ 10%,NULL
2024-09-27,67/1180,MA : MEMBER,3900
2024-09-27,67/1181,1.MA : MEMBER,3510
2024-09-27,67/1181,2.ส่วนลดพิเศษ 10%,NULL
2024-09-27,67/1182,1.MA : MEMBER,3510
2024-09-27,67/1182,2.ส่วนลดพิเศษ 10%,NULL
2024-09-27,67/1183,1.MA : MEMBER,3510
2024-09-27,67/1183,2.ส่วนลดพิเศษ 10%,NULL
2024-09-28,67/1184,ค่าสิทธิ์การใช้โปรแกรม ซอฟท์บิส (CM) สำหรับ,10800
2024-09-28,67/1184,หน่วยงานย่อย ระยะเวลา  1 ปี,NULL
2024-09-28,67/1184,*** นลิน เรสซิเด้นส์ ***,NULL
2024-09-28,67/1185,1.MA : MEMBER,3510
2024-09-28,67/1185,2.ส่วนลดพิเศษ 10%,NULL
2024-09-28,67/1186,1.MA : MEMBER,3510
2024-09-28,67/1186,2.ส่วนลดพิเศษ 10%,NULL
2024-09-30,67/1187,1.MA : MEMBER,3510
2024-09-30,67/1187,2.ส่วนลดพิเศษ 10%,NULL
2024-09-30,67/1188,1.MA : MEMBER,3510
2024-09-30,67/1188,2.ส่วนลดพิเศษ 10%,NULL
2024-09-30,67/1189,MA : MEMBER,3900
2024-09-30,67/1190,1.MA : MEMBER,3510
2024-09-30,67/1190,2.ส่วนลดพิเศษ 10%,NULL
2024-09-30,67/1191,1.MA : MEMBER,3510
2024-09-30,67/1191,2.ส่วนลดพิเศษ 10%,NULL
2024-09-30,67/1192,ค่าสิทธิ์การใช้โปรแกรม ซอฟท์บิส (CM) สำหรับ,10800
2024-09-30,67/1192,หน่วยงานย่อย ระยะเวลา  1 ปี,NULL
2024-09-30,67/1192,*** VIP คอนโดเชน พัทยา ***,NULL
2024-09-30,67/1193,ค่าสิทธิ์การใช้โปรแกรม ซอฟท์บิส (CM) สำหรับ,10800
2024-09-30,67/1193,หน่วยงานย่อย ระยะเวลา  1 ปี,NULL
2024-09-30,67/1193,*** ซันเซ็ท ไฮท์ พัทยา ***,NULL
2024-09-30,67/1194,1.MA : MEMBER,3510
2024-09-30,67/1194,2.ส่วนลดพิเศษ 10%,NULL
2024-09-30,67/1195,1.MA : MEMBER,3510
2024-09-30,67/1195,2.ส่วนลดพิเศษ 10%,NULL
2024-09-30,67/1196,MA : MEMBER,3900
2024-09-30,67/1197,MA : MEMBER,3900
2024-09-30,67/1198,โปรแกรมบัญชีหมู่บ้านจัดสรร (HJ),24000
2024-09-30,67/1199,MA : MEMBER,5000
2024-09-30,67/1200,ค่าสิทธิ์การใช้โปรแกรม ซอฟท์บิส (CM) สำหรับ,10800
2024-09-30,67/1200,หน่วยงานย่อย ระยะเวลา  1 ปี,NULL
2024-09-30,67/1200,*** โมโน ป่าหล่าย ***,NULL
2024-09-30,67/1201,1.MA : MEMBER,3510
2024-09-30,67/1201,2.ส่วนลดพิเศษ 10%,NULL
2024-09-30,67/1202,"ค่าสิทธิ์การใช้โปรแกรม ซอฟท์บิส (CM) สำหรับ ",1000
2024-09-30,67/1202,1 หน่วยงานย่อย  ระยะเวลา  1 เดือน,NULL
2024-09-30,67/1202,*****นิติบุคคลอาคารชุด เอส ซี เพลส*****,NULL
2024-09-30,67/1203,"ค่าสิทธิ์การใช้โปรแกรม ซอฟท์บิส (CM) สำหรับ ",1000
2024-09-30,67/1203,1 หน่วยงานย่อย  ระยะเวลา  1 เดือน,NULL
2024-09-30,67/1203,*****นิติบุคคลหมู่บ้านจัดสรรบ้านกลางเมือง เกษตรนวมินทร์*****,NULL
2024-09-30,67/1204,MA : MEMBER,5000
2024-09-30,67/1205,โปรแกรมระบบบัญชีแยกประเภท (GL),5000
2024-09-30,67/1206,1.MA : MEMBER,3510
2024-09-30,67/1206,2.ส่วนลดพิเศษ 10%,NULL
2024-09-30,67/1207,"ค่าสิทธิ์การใช้โปรแกรม ซอฟท์บิส (CM) สำหรับ ",11700
2024-09-30,67/1207,13  หน่วยงานย่อย  ระยะเวลา 1 เดือน,NULL
2024-09-30,67/1208,1.MA : MEMBER,3510
2024-09-30,67/1208,2.ส่วนลดพิเศษ 10%,NULL
2024-09-30,67/1209,1.MA : MEMBER,3510
2024-09-30,67/1209,2.ส่วนลดพิเศษ 10%,NULL
2024-09-30,67/1210,MA : MEMBER,3900
2024-10-01,67/1211,1.MA : MEMBER,3510
2024-10-01,67/1211,2.ส่วนลดพิเศษ 10%,NULL
2024-10-01,67/1212,1.MA : MEMBER,3900
2024-10-01,67/1212,2.ส่วนลดพิเศษ 10%,NULL
2024-10-01,67/1213,การโอนสิทธิ์ และค่าติดตั้งโปรแกรม (CMAP),3000
2024-10-01,67/1213,ที่หน่วยงานย่อย,NULL
2024-10-01,67/1213,******นิติบุคคลอาคารชุด ลัดดาเพลส อาคารบี*****,NULL
2024-10-01,67/1214,การโอนสิทธิ์ และค่าติดตั้งโปรแกรม (CMAP),3000
2024-10-01,67/1214,ที่หน่วยงานย่อย,NULL
2024-10-01,67/1214,****** นิติบุคคลอาคารชุด ลัดดาเพลส อาคารซี*****,NULL
2024-10-01,67/1215,การโอนสิทธิ์ และค่าติดตั้งโปรแกรม (CMAP),3000
2024-10-01,67/1215,ที่หน่วยงานย่อย,NULL
2024-10-01,67/1215,***** นิติบุคคลอาคารชุด ซันไชน์ บีช คอนโดเทล*****,NULL
2024-10-01,67/1216,1.MA : MEMBER,3510
2024-10-01,67/1216,2.ส่วนลดพิเศษ 10%,NULL
2024-10-01,67/1217,1.ค่าติดตั้งสิทธิ์ การใช้โปรแกรม ซอฟท์บิส (CM),4000
2024-10-01,67/1217,2.ค่าติดตั้งโปรแกรม,NULL
2024-10-01,67/1217,*****โครงการ ดิเคียนติ เขาใหญ่*****,NULL
2024-10-01,67/1218,MA : MEMBER,3900
2024-10-01,67/1219,1.MA : MEMBER,3510
2024-10-01,67/1219,2.ส่วนลดพิเศษ 10%,NULL
2024-10-01,67/1220,ค่าสิทธิ์การใช้โปรแกรม ซอฟท์บิส (CM) สำหรับ,10800
2024-10-01,67/1220,1 หน่วยงานย่อย ระยะเวลา  1 ปี,NULL
2024-10-01,67/1220,*****นิติบุคคลหมู่บ้านจัดสรร คาซ่าวิลล์ ราชพฤกษ์แจ้งวัฒนะ*****,NULL
2024-10-02,67/1221,1.MA : MEMBER,3510
2024-10-02,67/1221,2.ส่วนลดพิเศษ 10%,NULL
2024-10-02,67/1222,1.MA : MEMBER,3510
2024-10-02,67/1222,2.ส่วนลดพิเศษ 10%,NULL
2024-10-02,67/1223,1.MA : MEMBER,3510
2024-10-02,67/1223,2.ส่วนลดพิเศษ 10%,NULL
2024-10-03,67/1224,1.MA : MEMBER,3510
2024-10-03,67/1224,2.ส่วนลดพิเศษ 10%,NULL
2024-10-03,67/1225,1.MA : MEMBER,3510
2024-10-03,67/1225,2.ส่วนลดพิเศษ 10%,NULL
2024-10-03,67/1226,MA : MEMBER,5000
2024-10-03,67/1227,1.MA : MEMBER,3510
2024-10-03,67/1227,2.ส่วนลดพิเศษ 10%,NULL
2024-10-03,67/1228,1.MA : MEMBER,3510
2024-10-03,67/1228,2.ส่วนลดพิเศษ 10%,NULL
2024-10-04,67/1229,1.MA : MEMBER (สำนักงานใหญ่),27900
2024-10-04,67/1229,2.MA : MEMBER (13 หน่วยงาน),NULL
2024-10-04,67/1230,1.MA : MEMBER,3510
2024-10-04,67/1230,2.ส่วนลดพิเศษ 10%,NULL
2024-10-04,67/1231,1.MA : MEMBER,3510
2024-10-04,67/1231,2.ส่วนลดพิเศษ 10%,NULL
2024-10-04,67/1232,"สิทธิ์การใช้โปรแกรมเพิ่มเติม ",2500
2024-10-04,67/1232,บนระบบแลน ( 1 เครื่อง ) (LAN),NULL
2024-10-04,67/1233,1.MA : MEMBER,3510
2024-10-04,67/1233,2.ส่วนลดพิเศษ 10%,NULL
2024-10-04,67/1234,MA : MEMBER,5000
2024-10-05,67/1235,1.MA : MEMBER,3510
2024-10-05,67/1235,2.ส่วนลดพิเศษ 10%,NULL
2024-10-05,67/1236,1.MA : MEMBER,3510
2024-10-05,67/1236,2.ส่วนลดพิเศษ 10%,NULL
2024-10-07,67/1237,MA : MEMBER,3900
2024-10-07,67/1238,MA : MEMBER,5000
2024-10-07,67/1239,MA : MEMBER และอัปเกรดโปรแกรม,6500
2024-10-07,67/1240,1.MA : MEMBER,3510
2024-10-07,67/1240,2.ส่วนลดพิเศษ 10%,NULL
2024-10-07,67/1241,MA : MEMBER และอัปเกรดโปรแกรม,5400
2024-10-08,67/1242,1.MA : MEMBER,3510
2024-10-08,67/1242,2.ส่วนลดพิเศษ 10%,NULL
2024-10-08,67/1243,"สิทธิ์การเพิ่มทะเบียนบริษัท (1 ทะเบียน) ",10000
2024-10-08,67/1244,MA : MEMBER และอัปเกรดโปรแกรม,5400
2024-10-08,67/1245,MA : MEMBER,5000
2024-10-09,67/1246,1.MA : MEMBER,3510
2024-10-09,67/1246,2.ส่วนลดพิเศษ 10%,NULL
2024-10-09,67/1247,1.MA : MEMBER,3510
2024-10-09,67/1247,2.ส่วนลดพิเศษ 10%,NULL
2024-10-09,67/1248,MA : MEMBER,3900
2024-10-09,67/1249,MA : MEMBER,5000
2024-10-10,67/1250,1.MA : MEMBER,3510
2024-10-10,67/1250,2.ส่วนลดพิเศษ 10%,NULL
2024-10-10,67/1251,ค่าสิทธิ์การใช้โปรแกรม ซอฟท์บิส (CM) สำหรับ,10800
2024-10-10,67/1251,หน่วยงานย่อย ระยะเวลา  1 ปี,NULL
2024-10-10,67/1251,*****สลิลธารา*****,NULL
2024-10-10,67/1252,ค่าสิทธิ์การใช้โปรแกรม ซอฟท์บิส (CM) สำหรับ,10800
2024-10-10,67/1252,หน่วยงานย่อย ระยะเวลา  1 ปี,NULL
2024-10-10,67/1252,*****เดอะเครสท์ สุขุมวิท 49*****,NULL
2024-10-10,67/1253,MA : MEMBER,5000
2024-10-11,67/1254,1.MA : MEMBER,3510
2024-10-11,67/1254,2.ส่วนลดพิเศษ 10%,NULL
2024-10-11,67/1255,MA : MEMBER,3900
2024-10-11,67/1256,ค่าสิทธิ์การใช้โปรแกรม ซอฟท์บิส (CM) สำหรับ,10800
2024-10-11,67/1256,หน่วยงานย่อย ระยะเวลา  1 ปี,NULL
2024-10-11,67/1257,MA : MEMBER,5000
2024-10-12,67/1258,1.MA : MEMBER,3510
2024-10-12,67/1258,2.ส่วนลดพิเศษ 10%,NULL
2024-10-15,67/1259,MA : MEMBER,3900
2024-10-15,67/1260,1.MA : MEMBER,3510
2024-10-15,67/1260,2.ส่วนลดพิเศษ 10%,NULL
2024-10-15,67/1261,1.MA : MEMBER,3510
2024-10-15,67/1261,2.ส่วนลดพิเศษ 10%,NULL
2024-10-15,67/1262,MA : MEMBER,3900
2024-10-15,67/1263,1.MA : MEMBER,3510
2024-10-15,67/1263,2.ส่วนลดพิเศษ 10%,NULL
2024-10-15,67/1264,1.โปรแกรมบัญชีอาคารชุด (CM),34000
2024-10-15,67/1264,2.โปรแกรมระบบบัญชีแยกประเภท (GL),NULL
2024-10-15,67/1265,MA : MEMBER,5000
2024-10-16,67/1266,MA : MEMBER,3900
2024-10-16,67/1267,MA : MEMBER,3900
2024-10-17,67/1268,MA : MEMBER,3900
2024-10-18,67/1269,1.MA : MEMBER,3510
2024-10-18,67/1269,2.ส่วนลดพิเศษ 10%,NULL
2024-10-18,67/1270,1.MA : MEMBER,3510
2024-10-18,67/1270,2.ส่วนลดพิเศษ 10%,NULL
2024-10-18,67/1271,1.ค่าสิทธิ์การใช้โปรแกรม ซอฟท์บิส (CM) สำหรับ,7400
2024-10-18,67/1271,หน่วยงานย่อย ระยะเวลา  1 ปี,NULL
2024-10-18,67/1271,2.ค่าติดตั้งโปรแกรมที่หน่วยงานย่อย,NULL
2024-10-18,67/1271,*****สยามซีไซต์ คอนโดมิเนียม*****,NULL
2024-10-18,67/1272,ค่าสิทธิ์การใช้โปรแกรม ซอฟท์บิส (CM) สำหรับ,10800
2024-10-18,67/1272,หน่วยงานย่อย ระยะเวลา  1 ปี,NULL
2024-10-18,67/1272,*****นิติบุคคลหมู่บ้านกลางเมือง  พระราม 9  อ่อนนุช*****,NULL
2024-10-18,67/1273,ค่าสิทธิ์การใช้โปรแกรม ซอฟท์บิส (CM) สำหรับ,10800
2024-10-18,67/1273,หน่วยงานย่อย ระยะเวลา  1 ปี,NULL
2024-10-18,67/1273,*****นิติบุคคลอาคารชุด ชีวาทัย ราชปรารภ*****,NULL
2024-10-18,67/1274,โปรแกรมบัญชีหมู่บ้านจัดสรร (HJ),24000
